Timestamp,Are you interested in news at the following geographical levels? Select all that apply.,Which of these topics interest you most? Select up to five.,Do any of these special stories interest you? Select all that apply.,"Are there any specific stories you would like to see more of in local news? For example, investigative articles, business profiles, opinion columns, cartoons, etc.",In which language do you prefer to get your news? [TV/Video],In which language do you prefer to get your news? [Radio/Audio/Podcast],In which language do you prefer to get your news? [Print/Text],How do you **most frequently** get your news?,"Which specific news sources do you most frequently use? Please list them here. For example, Hartford Courant, Record Journal, FOX news, CNN, NPR, Facebook, Patch, La Voz, Telemundo, etc.",How would you **prefer** to get your news?,"How much do you trust news that comes from... [National news organizations (such as CNN, Univision)]","How much do you trust news that comes from... [Local news organizations (such as the Record-Journal, Patch, the Hartford Courant, CT Mirror)]","How much do you trust news that comes from... [Social media (such as Facebook, Twitter, TikTok, YouTube, Instagram)]",How much do you trust news that comes from... [Family/friends/word of mouth],How much do you agree with the following statements? [I trust the sources of news I get about my community.],How much do you agree with the following statements? [The local news covers issues that are important to me.],"How much do you agree with the following statements? [The local news reflects my beliefs, values, and customs.]",What town do you live in?,Do you identify as Hispanic/Latino/Latinx?,Which country were you born in?,What is your age range?,What is your gender identity?,What language do you speak at home?,Do any of the following describe you?,"Do you have access to a laptop or computer at home, or an internet-enabled device like a smartphone or iPad?",Do you have internet access at home?,Are you registered to vote?,"If you'd like to receive a digital coupon to CTown Supermarket for completing the survey, please provide your email address below. The coupon is valid for $5 off of a purchase of $50 or more.","If you entered your email above, would you also like to receive the Record-Journal Latino Communities Reporting Lab email newsletter?",Are you interested in being contacted to participate in a focus group so we can better understand your answers to the questions in this survey?,Is there anything else you would like to let us know?
2022/07/16 10:10:31 AM AST,Local;State;Regional/New England/NYC Metro,Local businesses;Local events;Opportunities for community engagement;Environmental issues & climate change;Travel and hospitality;Food,Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,NA,English,English,English,TV,NBC news,TV,Not at all,Some,Not at all,Some,Agree,Neutral,Disagree,Plainville,No,USA,50-59,Prefer not to say,English,None of these,Yes,Yes,Yes,NOT PROVIDED,No,NA,NA
2022/07/16 11:11:28 AM AST,Local;State;Regional/New England/NYC Metro;National;International,"Sports;Politics;Music, arts, and culture;Local businesses;Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Finance, wealth, and financial literacy;Real estate and homeownership;Opportunities for community engagement;Diversity and social justice;Environmental issues & climate change;Technology;Travel and hospitality;Food",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,Positive news,English,English,English,Social media,"Record Journal, CBN, NPR",Newspapers,Not at all,A lot,Not at all,Some,Neutral,Neutral,Neutral,Meriden,Yes,USA,50-59,Woman,Both English and Spanish,None of these,Yes,Yes,Yes,NOT PROVIDED,NA,NA,Nothing for now
2022/07/16 11:15:33 AM AST,Local;State;National;International,"Politics;Local businesses;Education;Local events;Community resources (for example: assistance programs, small business resources, non-profits)",Topics related to families with children;Topics related to teens;Topics related to young adults;Topics related to community engagement,NA,Both English and Spanish,English,Both English and Spanish,Social media,Fox,Social media,Not at all,Some,Some,Some,Agree,Disagree,Disagree,Wallingford,Prefer not to say,USA,40-49,Woman,Both English and Spanish,I am a parent of a child under 18 years old;I am a small business owner,Yes,Yes,Yes,REMOVED,No,NA,NA
2022/07/16 12:34:06 PM AST,Local;State;Regional/New England/NYC Metro;National;International,Sports;Politics;Local businesses;Local events;Technology,Topics related to seniors;Topics related to small business owners,NA,English,English,English,Social media,Instagram,Social media,Some,A lot,Some,Some,Neutral,Neutral,Neutral,Meriden,No,USA,60-69,Man,English,None of these,Yes,Yes,Yes,NOT PROVIDED,NA,NA,NA
2022/07/16 12:55:41 PM AST,Local;State;Regional/New England/NYC Metro;National;International,"Sports;Music, arts, and culture;Education;Health;Local events",Topics related to families with children;Topics related to seniors;Topics related to small business owners;Topics related to community engagement,More Hispanic topics.,English,English,English,Newspapers,"Récord Journal, CNN and Telemundo",Newspapers,A lot,A lot,Not at all,Some,Agree,Agree,Agree,Meriden,Yes,USA,60-69,Woman,Both English and Spanish,None of these,Yes,Yes,Yes,REMOVED,Yes,NA,No
2022/07/16 1:18:05 PM AST,Local;State;Regional/New England/NYC Metro;National,"Politics;Local businesses;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Diversity and social justice;Travel and hospitality;Food",Topics related to young adults;Topics related to community engagement,NA,Both English and Spanish,Both English and Spanish,Both English and Spanish,Social media,"CNN, AP news",Social media,A lot,A lot,Some,Some,Agree,Agree,Agree,Wallingford,Yes,USA,18-29,Woman,Both English and Spanish,None of these,Yes,Yes,Yes,NOT PROVIDED,No,NA,NA
2022/07/17 10:49:42 AM AST,International,"Music, arts, and culture;Environmental issues & climate change",Topics related to small business owners,Investigative articles,English,English,English,News apps,CNN,Radio,A lot,Not at all,Not at all,Not at all,Disagree,Agree,Agree,Middletown,Prefer not to say,USA,50-59,Man,English,None of these,No,No,Yes,NOT PROVIDED,NA,NA,Topics about medicine
2022/07/17 10:57:09 AM AST,National,"Music, arts, and culture;Health;Finance, wealth, and financial literacy;Diversity and social justice;Technology",Topics related to families with children,Investigative articles,English,English,English,Social media,CNN and Facebook,Radio,Some,Some,Some,Some,Neutral,Neutral,Neutral,Meriden,No,USA,18-29,Woman,English,None of these,Yes,Yes,Yes,NOT PROVIDED,NA,NA,Nothing for now
2022/07/17 12:02:23 PM AST,National,"Politics;Music, arts, and culture;Education;Health;Local events",Topics related to families with children;Topics related to teens;Topics related to community engagement,Investigative articles,English,English,English,Social media,CNN,Social media,A lot,A lot,Some,A lot,Agree,Agree,Neutral,Middletown,No,USA,40-49,Woman,English,I am a student,Yes,Yes,Yes,NOT PROVIDED,NA,NA,No
2022/07/18 10:46:40 AM AST,Local;State;Regional/New England/NYC Metro;National;International,"Sports;Politics;Music, arts, and culture;Local businesses;Education;Health;Real estate and homeownership;Food",Topics related to seniors,NA,English,English,English,TV,Cnn,Newspapers,A lot,A lot,Not at all,Some,Agree,Agree,Agree,Meriden,Yes,USA,60-69,Man,Both English and Spanish,None of these,Yes,Yes,Yes,REMOVED,Yes,NA,NA
2022/07/19 7:06:20 PM AST,Local;State;International,"Sports;Music, arts, and culture;Education;Health;Technology;Food",Topics related to teens;Topics related to young adults,no,English,NA,NA,TV,"Record Journal, Telemundo",Social media,Some,A lot,Some,Some,Neutral,Neutral,Neutral,Wallingford,Prefer not to say,U.S,Under 18,Man,Both English and Spanish,None of these,Yes,Yes,No,REMOVED,Yes,NA,No thanks.
2022/07/19 11:38:18 PM AST,Local,"Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Finance, wealth, and financial literacy;Opportunities for community engagement;Diversity and social justice;Technology",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to young adults;Topics related to community engagement,NA,Both English and Spanish,Both English and Spanish,Both English and Spanish,Social media,Récord journal,Social media,A lot,A lot,A lot,Some,Agree,Agree,Neutral,Meriden,Yes,Mexico,40-49,Woman,Both English and Spanish,I am a parent of a child under 18 years old,Yes,Yes,Prefer not to say,NOT PROVIDED,No,NA,NA
2022/07/21 4:16:37 PM AST,Local;State;Regional/New England/NYC Metro;National;International,Local businesses;Health;Local events;Opportunities for community engagement;Travel and hospitality,Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,"Yes, like local organizations that do work for the community",English,English,English,Text message,"Record Journal, fox News Telemundo",TV,Some,A lot,Some,Some,Agree,Agree,Agree,Meriden,Yes,United States,60-69,Woman,Both English and Spanish,None of these,Yes,Yes,Yes,REMOVED,Yes,NA,Nope :)
2022/07/21 7:44:38 PM AST,International,"Music, arts, and culture;Education;Diversity and social justice;Travel and hospitality",Topics related to families with children;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,NA,English,English,English,News apps,NA,Email/newsletter,NA,A lot,NA,NA,Agree,Agree,Agree,Meriden,No,Jamaica,18-29,Woman,English,I am a student,Yes,Yes,Yes,REMOVED,No,NA,NA
2022/07/22 7:08:39 AM AST,Local;State,"Music, arts, and culture;Local businesses;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Real estate and homeownership;Travel and hospitality;Food",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults,More Investigative reporting.,English,English,English,"Friends, social circles, or word of mouth",WTNH news,Newspapers,Some,Some,Some,Some,Neutral,Neutral,Neutral,Meriden,NA,NA,50-59,Woman,English,None of these,Yes,Yes,Yes,REMOVED,No,NA,No
2022/07/22 10:27:32 AM AST,Local,"Sports;Politics;Music, arts, and culture;Local businesses;Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Finance, wealth, and financial literacy;Real estate and homeownership;Opportunities for community engagement;Diversity and social justice;Environmental issues & climate change;Technology;Travel and hospitality;Food",Topics related to families with children;Topics related to seniors,More culture and activities,Both English and Spanish,Both English and Spanish,Both English and Spanish,TV,Fox news,TV,Not at all,Not at all,Not at all,A lot,Agree,Neutral,Disagree,Meriden,No,USA,70 or older,Woman,English,None of these,Yes,Yes,Yes,NOT PROVIDED,NA,NA,No
2022/07/22 10:34:55 AM AST,Local;State;Regional/New England/NYC Metro;National;International,"Sports;Politics;Local businesses;Local events;Finance, wealth, and financial literacy;Opportunities for community engagement;Environmental issues & climate change;Technology;Travel and hospitality",Topics related to community engagement,NA,English,English,English,News apps,NA,News apps,Some,A lot,Not at all,Some,Agree,Agree,Agree,Meriden,Yes,NA,40-49,Man,English,I am a parent of a child under 18 years old,Yes,Yes,Yes,NOT PROVIDED,No,NA,NA
2022/07/22 10:42:36 AM AST,International,"Sports;Music, arts, and culture;Education;Technology",Topics related to teens;Topics related to young adults,News about space and NASA,Both English and Spanish,Both English and Spanish,Both English and Spanish,TV,Fox,TV,Some,Some,Some,A lot,Neutral,Neutral,Agree,Meriden,Yes,USA,Under 18,Man,Both English and Spanish,I am a student,Yes,Yes,No,NOT PROVIDED,NA,NA,No
2022/07/22 11:12:07 AM AST,Local;National,"Politics;Music, arts, and culture;Education;Health;Local events;Diversity and social justice",Topics related to community engagement,NA,Both English and Spanish,Both English and Spanish,Both English and Spanish,Social media,NA,TV,A lot,A lot,Not at all,Some,Agree,Agree,Agree,Meriden,Yes,Puerto rico,60-69,Woman,Both English and Spanish,None of these,Yes,Yes,Yes,REMOVED,Yes,NA,NA
2022/07/22 11:47:44 AM AST,Local;State;Regional/New England/NYC Metro;National;International,"Sports;Music, arts, and culture;Local businesses;Education;Health",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,None,English,English,English,Text message,CNN and Record Journal,Text message,Some,Some,Some,Some,Neutral,Neutral,Neutral,Wallingford,Yes,Puerto Rico,40-49,Woman,English,I am a parent of a child under 18 years old;I am a small business owner,Yes,Yes,Yes,NOT PROVIDED,NA,NA,Nothing for now
2022/07/22 4:35:59 PM AST,Local;State;Regional/New England/NYC Metro,"Politics;Music, arts, and culture;Local businesses;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Technology;Travel and hospitality;Food",Topics related to teens;Topics related to small business owners;Topics related to community engagement,NA,English,English,English,Alexa,Abc,Newspapers,A lot,A lot,Not at all,Some,Agree,Agree,Agree,Wallingford,No,Usa,40-49,Man,English,I am a parent of a child under 18 years old;I am a small business owner,Yes,Yes,Yes,REMOVED,No,NA,Keep up the good work
2022/07/22 7:43:35 PM AST,Local,Local businesses;Travel and hospitality;Food,Topics related to teens;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,investigative articles,Both English and Spanish,NA,Both English and Spanish,Social media,Record journal,Social media,Some,A lot,Some,Some,Agree,Neutral,Agree,Meriden,Yes,United States,18-29,Man,Both English and Spanish,None of these,Yes,Yes,Yes,NOT PROVIDED,NA,NA,NA
2022/07/23 10:48:09 AM AST,Local;State;Regional/New England/NYC Metro;National;International,"Sports;Music, arts, and culture;Education;Local events;Environmental issues & climate change;Travel and hospitality",Topics related to seniors;Topics related to small business owners;Topics related to community engagement,No,Both English and Spanish,Both English and Spanish,Both English and Spanish,TV,Cnn,Newspapers,A lot,A lot,Not at all,Some,Agree,Agree,Agree,Meriden,Yes,USA,60-69,Man,Both English and Spanish,None of these,Yes,Yes,Yes,REMOVED,Yes,NA,No
2022/07/23 1:45:14 PM AST,Local;State,"Sports;Politics;Music, arts, and culture;Local businesses;Technology;Travel and hospitality;Food",Topics related to seniors;Topics related to small business owners;Topics related to community engagement,Investigatons,English,English,English,TV,Fox,TV,Some,A lot,Not at all,Some,Agree,Agree,Agree,Meriden,No,Usa,60-69,Woman,English,None of these,Yes,Yes,Yes,REMOVED,Yes,NA,No
2022/07/24 8:04:44 AM AST,Local;State;Regional/New England/NYC Metro;National;International,"Politics;Music, arts, and culture;Local businesses;Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Real estate and homeownership;Opportunities for community engagement;Diversity and social justice;Environmental issues & climate change;Technology;Travel and hospitality;Food",None of these,NA,English,NA,English,"Friends, social circles, or word of mouth",NA,TV,A lot,A lot,Not at all,Not at all,Agree,Neutral,Agree,Wallingford,No,USA,60-69,Woman,English,None of these,Yes,Yes,Yes,NOT PROVIDED,NA,NA,NA
2022/07/24 10:41:59 AM AST,International,"Local businesses;Health;Community resources (for example: assistance programs, small business resources, non-profits);Opportunities for community engagement;Food",Topics related to families with children;Topics related to small business owners;Topics related to community engagement,Local news and investigative articles,Both English and Spanish,Both English and Spanish,Both English and Spanish,TV,CNN,Social media,Some,Some,Some,A lot,Neutral,Agree,Disagree,Meriden,Yes,USA,30-39,Woman,English,I am a small business owner,Yes,Yes,Yes,NOT PROVIDED,NA,NA,Nothing for now
2022/07/24 10:57:22 AM AST,None,"Politics;Music, arts, and culture",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,None,English,English,English,TV,NBC,Radio,Not at all,Some,Not at all,A lot,Neutral,Agree,Disagree,Meriden,Yes,USA,60-69,Man,English,None of these,Yes,Yes,Yes,NOT PROVIDED,NA,NA,No
2022/07/24 11:31:57 AM AST,Local,"Local businesses;Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Travel and hospitality",Topics related to seniors,Topics that affect the country,English,English,English,TV,CNN,TV,A lot,A lot,Not at all,Not at all,Agree,Agree,Agree,Meriden,Yes,Puerto Rico,70 or older,Woman,Spanish,None of these,Yes,Yes,Yes,NOT PROVIDED,NA,NA,Nothing
2022/07/24 11:46:24 AM AST,State,Sports;Politics;Education;Health,Topics related to community engagement,Business profiles,English,English,English,Social media,Facebook and CNN,Social media,Some,Some,A lot,A lot,Agree,Agree,Neutral,Meriden,No,Ivoiry Coast,30-39,Man,French,I am a parent of a child under 18 years old,Yes,Yes,No,NOT PROVIDED,NA,NA,Nothing for now
2022/07/24 5:54:14 PM AST,Local;State;Regional/New England/NYC Metro;National;International,"Music, arts, and culture;Education;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Opportunities for community engagement",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,Reports offered by the community on various topics.,Both English and Spanish,NA,English,Text message,"R/J, Channels 3 & 8",Email/newsletter,A lot,A lot,Some,Some,Agree,Agree,Neutral,Meriden,Yes,U.S actually Puerto Rico,70 or older,Woman,Both English and Spanish,None of these,Yes,NA,Yes,REMOVED,Yes,NA,NA
2022/07/24 7:29:59 PM AST,Local;State,"Sports;Politics;Music, arts, and culture;Local businesses;Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Finance, wealth, and financial literacy;Real estate and homeownership;Opportunities for community engagement;Diversity and social justice;Food;I myself would like to speak to our younger ones in our city of Meriden. My life story can help change alit of the teens outlook on their lives. I can speak to your dept first of course .",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to young adults;Topics related to community engagement,Helping the younger members of our society and helping them instead of waiting for them to mess up and throw them into the legal system.,English,English,English,News apps,"Patch,News break,",Email/newsletter,Some,A lot,Some,A lot,Agree,Agree,Agree,Meriden,Yes,United States,50-59,Man,Both English and Spanish,None of these,Yes,Yes,Yes,REMOVED,Yes,NA,I am working on tryin to be heard by our society and helping the Latino community.
2022/07/25 6:08:39 AM AST,Local,"Music, arts, and culture;Education;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Opportunities for community engagement",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to young adults;Topics related to community engagement,"On graduated classes, on the births of babies, on great festivals promoting unity amongst ourselves.",English,Spanish,English,TV,"Record Journal, Ct Fox news.",TV,Some,Some,Some,Not at all,Neutral,Agree,Neutral,Meriden,Yes,Meriden,50-59,Woman,Both English and Spanish,None of these,Yes,Yes,Yes,REMOVED,No,NA,Mention of outstanding people in our community.
2022/07/25 10:18:37 AM AST,Local;State;International,"Local businesses;Education;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Diversity and social justice",Topics related to families with children;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,Small Business news and updates,English,English,English,Newspapers,NPR and Record Journal,NPR or other podcast,Some,Some,Not at all,Some,Neutral,Agree,Neutral,Meriden,Yes,US,18-29,Woman,Both English and Spanish,None of these,Yes,Yes,Yes,REMOVED,No,NA,NA
2022/07/25 11:11:42 AM AST,Local;State;Regional/New England/NYC Metro;National;International,"Sports;Music, arts, and culture;Health;Diversity and social justice;Travel and hospitality",Topics related to seniors;Topics related to community engagement,No,Both English and Spanish,Both English and Spanish,Both English and Spanish,Newspapers,Cnn,Newspapers,A lot,A lot,Not at all,Some,Agree,Agree,Agree,Meriden,Yes,Usa,60-69,Woman,Both English and Spanish,None of these,Yes,Yes,Yes,REMOVED,Yes,NA,No
2022/07/26 10:02:18 AM AST,Local,Sports;Politics;Local events;Food,None of these,Not at this tin,English,English,English,TV,NPR,TV,Not at all,Some,Not at all,Not at all,Agree,Agree,Agree,Meriden,No,Italy,50-59,Woman,English,None of these,Yes,Yes,Yes,REMOVED,Yes,NA,No
2022/07/27 10:21:51 AM AST,State,Politics;Education;Health;Diversity and social justice,Topics related to families with children;Topics related to teens;Topics related to seniors,None,Both English and Spanish,Both English and Spanish,Both English and Spanish,TV,CVS,Social media,Some,Some,Not at all,Some,Neutral,Agree,Disagree,Southington,No,USA,60-69,Woman,Both English and Spanish,None of these,Yes,Yes,Yes,REMOVED,Yes,NA,No
2022/07/27 11:01:12 AM AST,Local,"Local businesses;Education;Finance, wealth, and financial literacy",Topics related to families with children;Topics related to small business owners;Topics related to young adults,None,Both English and Spanish,Both English and Spanish,Both English and Spanish,Social media,Record Journal,Social media,Some,Some,Some,Some,Agree,Agree,Agree,Meriden,Yes,USA,30-39,Woman,Both English and Spanish,I am a parent of a child under 18 years old;I am a student;I am a small business owner,No,No,Yes,REMOVED,Yes,NA,No
2022/07/27 11:12:53 AM AST,Regional/New England/NYC Metro,"Politics;Music, arts, and culture;Education;Health;Local events",Topics related to families with children;Topics related to seniors;Topics related to small business owners;Topics related to young adults,No,English,NA,NA,TV,Facebook,Text message,A lot,A lot,A lot,A lot,Agree,Agree,Agree,Meriden,Yes,Usa,50-59,Woman,English,None of these,Yes,Yes,Yes,REMOVED,Yes,NA,No
2022/07/27 11:47:40 AM AST,Local,"Sports;Music, arts, and culture;Education;Local events;Food",Topics related to teens,Cartoons,Both English and Spanish,Both English and Spanish,Both English and Spanish,News apps,Telemundo,News apps,Not at all,Some,Some,Not at all,Neutral,Disagree,Neutral,Meriden,Yes,Puerto Rico,30-39,Woman,Both English and Spanish,I am a parent of a child under 18 years old,Yes,Yes,Yes,REMOVED,Yes,NA,No
2022/07/27 11:57:39 AM AST,Local,Sports;Local businesses;Health;Technology;Food,Topics related to families with children;Topics related to young adults,Cartoons,Both English and Spanish,Both English and Spanish,Both English and Spanish,TV,Fox news,TV,Some,Some,A lot,A lot,Agree,Agree,Agree,Meriden,Yes,USA,50-59,Man,English,None of these,Yes,Yes,No,NOT PROVIDED,NA,NA,No
2022/07/27 12:45:24 PM AST,Local;State;Regional/New England/NYC Metro;National;International,"Education;Local events;Finance, wealth, and financial literacy;Opportunities for community engagement;Food",Topics related to families with children;Topics related to teens;Topics related to community engagement,Small business profiles - get to know and support thise around us,English,English,English,Social media,"Fox News, Patch, Record Journal (when free)",News apps,Not at all,Some,Some,A lot,Agree,Neutral,Neutral,Wallingford,No,USA,40-49,Woman,English,I am a parent of a child under 18 years old,Yes,Yes,Yes,NOT PROVIDED,No,NA,NA
2022/07/27 3:10:11 PM AST,Regional/New England/NYC Metro,"Music, arts, and culture;Local events;Finance, wealth, and financial literacy;Diversity and social justice;Travel and hospitality",Topics related to families with children;Topics related to teens;Topics related to young adults;Topics related to community engagement,NA,English,English,English,TV,NPR,TV,Some,Some,Not at all,Some,Neutral,Neutral,Neutral,Meriden,Prefer not to say,United States,50-59,Woman,English,I am a parent of a child under 18 years old,Yes,Yes,Yes,NOT PROVIDED,No,NA,No.  I'm finished with the survey.
2022/07/28 4:04:45 PM AST,Local;State;Regional/New England/NYC Metro;National,Sports;Politics;Local businesses;Education;Local events,Topics related to teens;Topics related to young adults,Perfiles comerciales,Spanish,NA,NA,TV,Facebook,TV,Some,Some,Some,Some,Neutral,Neutral,Neutral,Wallingford,Yes,Colombia,30-39,Woman,Spanish,I am a small business owner,Yes,Yes,No,REMOVED,Yes,NA,NA
2022/07/28 5:21:19 PM AST,Local;State;Regional/New England/NYC Metro;National;International,"Sports;Local businesses;Education;Health;Local events;Finance, wealth, and financial literacy;Real estate and homeownership;Opportunities for community engagement;Diversity and social justice;Environmental issues & climate change;Technology;Travel and hospitality;Food",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,Investigative articles and about crimes,English,English,English,Social media,Record Journal,Social media,Some,A lot,Some,Some,Agree,Neutral,Neutral,Meriden,Yes,USA,30-39,Man,Both English and Spanish,I am a small business owner,Yes,Yes,No,NOT PROVIDED,NA,NA,Nothing for now
2022/07/28 5:31:23 PM AST,Local,"Sports;Music, arts, and culture;Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Opportunities for community engagement;Food",Topics related to families with children;Topics related to teens;Topics related to young adults,Latino,Both English and Spanish,Both English and Spanish,Both English and Spanish,"Friends, social circles, or word of mouth",Record Journal,Newspapers,Some,A lot,Some,A lot,Neutral,Agree,Neutral,Meriden,Yes,Puerto Rico,40-49,Man,Both English and Spanish,I am a parent of a child under 18 years old,Yes,Yes,Yes,REMOVED,Yes,NA,NA
2022/07/28 5:38:37 PM AST,Local;State;Regional/New England/NYC Metro;National;International,The War in Ukraine,Topics related to seniors,Good things,English,English,English,Newspapers,"Fox News, Hartford Courant",Newspapers,Some,A lot,Not at all,Some,Neutral,Neutral,Disagree,Meriden,No,USA,70 or older,Man,English,None of these,Yes,Yes,Prefer not to say,NOT PROVIDED,NA,NA,No
2022/07/28 5:46:06 PM AST,Local,"Sports;Music, arts, and culture;Health;Food",Topics related to families with children;Topics related to teens;Topics related to young adults,Cartoons,English,English,English,News apps,Patch and Telemundo,Text message,A lot,Some,A lot,A lot,Agree,Agree,Neutral,Meriden,Yes,USA,30-39,Man,Both English and Spanish,I am a parent of a child under 18 years old,Yes,No,No,NOT PROVIDED,NA,NA,No for now
2022/07/28 5:57:26 PM AST,National,"Music, arts, and culture;Community resources (for example: assistance programs, small business resources, non-profits);Technology",Topics related to small business owners,Cartoons,English,English,English,News apps,Fox,TV,Some,Some,Some,Some,Agree,Agree,Neutral,Meriden,No,USA,50-59,Woman,English,I am a small business owner,Yes,No,No,NOT PROVIDED,NA,NA,No
2022/07/28 6:25:22 PM AST,National,"Sports;Music, arts, and culture;Environmental issues & climate change;Technology;Travel and hospitality;Food",Topics related to families with children;Topics related to teens;Topics related to young adults;Topics related to community engagement,About crimes,English,English,English,Social media,Hartford Courant,TV,Some,A lot,A lot,Some,Neutral,Neutral,Disagree,Meriden,Prefer not to say,USA,30-39,Man,English,I am a parent of a child under 18 years old,Yes,Yes,Yes,NOT PROVIDED,NA,NA,Nothing
2022/07/28 8:09:35 PM AST,Local;State;Regional/New England/NYC Metro,"Local businesses;Education;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Travel and hospitality;Food",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to young adults,NA,English,English,English,TV,Fox News,TV,Some,Some,Not at all,Some,Neutral,Agree,Neutral,Meriden,No,New Haven,40-49,Woman,English,I am a parent of a child under 18 years old,Yes,Yes,Yes,NOT PROVIDED,No,NA,No
2022/07/28 9:38:15 PM AST,Local;State;National,"Sports;Music, arts, and culture;Local businesses;Health;Finance, wealth, and financial literacy;Real estate and homeownership;Technology;Travel and hospitality",Topics related to families with children;Topics related to community engagement,NA,English,English,English,Social media,NBC CT,Social media,Some,A lot,Not at all,A lot,Neutral,Agree,Neutral,Simsbury,No,United States,40-49,Man,English,I am a parent of a child under 18 years old,Yes,Yes,Yes,REMOVED,Yes,NA,NA
2022/07/28 10:20:42 PM AST,Local,"Music, arts, and culture;Local businesses;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Opportunities for community engagement;Food",Topics related to families with children;Topics related to teens;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,More community less political,English,English,English,"Friends, social circles, or word of mouth","Record journal, WTNH","Friends, social circles, or word of mouth",Not at all,A lot,Some,Not at all,Agree,Neutral,Neutral,Meriden,No,US,18-29,Woman,English,I am a parent of a child under 18 years old,Yes,Yes,Yes,NOT PROVIDED,No,NA,No
2022/07/29 4:47:43 PM AST,Local;State,"Sports;Music, arts, and culture;Local events;Environmental issues & climate change;Food",Topics related to seniors,Local criminal activity,English,NA,English,Newspapers,Fox News,News apps,Some,Some,Not at all,Not at all,Neutral,Neutral,Disagree,Wallingford,No,United States,60-69,Man,English,None of these,Yes,Yes,Yes,NOT PROVIDED,No,NA,no
2022/07/29 5:13:59 PM AST,National,Sports,Topics related to young adults,More religious news,Both English and Spanish,Both English and Spanish,Both English and Spanish,TV,CNN,TV,Some,Some,Some,Some,Agree,Agree,Disagree,Meriden,No,USA,60-69,Man,English,None of these,Yes,Yes,Yes,NOT PROVIDED,NA,NA,Nothing for now
2022/07/29 5:19:44 PM AST,Local,Sports;Education;Technology,Topics related to small business owners,Cartoons,English,English,English,TV,Fox News and CNN,TV,Some,Some,Some,Some,Agree,Agree,Neutral,Meriden,No,USA,30-39,Man,English,I am a parent of a child under 18 years old,Yes,Yes,Yes,NOT PROVIDED,NA,NA,No
2022/07/29 5:43:20 PM AST,Local,"Sports;Music, arts, and culture",Topics related to families with children,"Social events, things abou the community",Both English and Spanish,Both English and Spanish,Both English and Spanish,"Friends, social circles, or word of mouth",Fox news,Newspapers,Some,Some,Some,Some,Neutral,Neutral,Neutral,Meriden,No,USA,60-69,Man,English,None of these,Yes,Yes,Yes,NOT PROVIDED,NA,NA,No
2022/07/29 6:42:10 PM AST,Local;State,Sports;Food,Topics related to community engagement,Health service for homeless people,English,English,English,No,NA,TV,Some,Some,Not at all,Some,Neutral,Agree,Neutral,Meriden,No,USA,30-39,Man,English,None of these,No,No,Not sure,NOT PROVIDED,NA,NA,No
2022/07/30 8:57:12 AM AST,Local;State;National,"Music, arts, and culture;Local businesses;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Real estate and homeownership;Food",Topics related to families with children;Topics related to teens;Topics related to small business owners;Topics related to young adults,NA,English,English,English,Social media,Facebook,Social media,Some,Some,Some,Some,Agree,Neutral,Neutral,Wallingford,No,United States,40-49,Woman,English,I am a parent of a child under 18 years old,Yes,Yes,Yes,NOT PROVIDED,No,NA,NA
