Timestamp,Are you interested in news at the following geographical levels? Select all that apply.,Which of these topics interest you most? Select up to five.,Do any of these special stories interest you? Select all that apply.,"Are there any specific stories you would like to see more of in local news? For example, investigative articles, business profiles, opinion columns, cartoons, etc.",In which language do you prefer to get your news? [TV/Video],In which language do you prefer to get your news? [Radio/Audio/Podcast],In which language do you prefer to get your news? [Print/Text],How do you **most frequently** get your news?,"Which specific news sources do you most frequently use? Please list them here. For example, Hartford Courant, Record Journal, FOX news, CNN, NPR, Facebook, Patch, La Voz, Telemundo, etc.",How would you **prefer** to get your news?,"How much do you trust news that comes from... [National news organizations (such as CNN, Univision)]","How much do you trust news that comes from... [Local news organizations (such as the Record-Journal, Patch, the Hartford Courant, CT Mirror)]","How much do you trust news that comes from... [Social media (such as Facebook, Twitter, TikTok, YouTube, Instagram)]",How much do you trust news that comes from... [Family/friends/word of mouth],How much do you agree with the following statements? [I trust the sources of news I get about my community.],How much do you agree with the following statements? [The local news covers issues that are important to me.],"How much do you agree with the following statements? [The local news reflects my beliefs, values, and customs.]",What town do you live in?,Do you identify as Hispanic/Latino/Latinx?,Which country were you born in?,What is your age range?,What is your gender identity?,What language do you speak at home?,Do any of the following describe you?,"Do you have access to a laptop or computer at home, or an internet-enabled device like a smartphone or iPad?",Do you have internet access at home?,Are you registered to vote?,"If you'd like to receive a digital coupon to CTown Supermarket for completing the survey, please provide your email address below. The coupon is valid for $5 off of a purchase of $50 or more.","If you entered your email above, would you also like to receive the Record-Journal Latino Communities Reporting Lab email newsletter?",Are you interested in being contacted to participate in a focus group so we can better understand your answers to the questions in this survey?,Is there anything else you would like to let us know?
2022/07/30 10:24:06 AM AST,Local;State;National;International,Sports;Politics;Education;Health;Diversity and social justice,Topics related to young adults,Positive news,Both English and Spanish,Both English and Spanish,Both English and Spanish,TV,NBC and WFSB,TV,A lot,A lot,Some,Some,Agree,Neutral,Neutral,Meriden,Yes,USA,40-49,Woman,Both English and Spanish,I am a student,Yes,Yes,Yes,NOT PROVIDED,NA,NA,How to close the gap on how Hispanics don’t know how to pay for college
2022/07/30 10:38:49 AM AST,State,"Sports;Music, arts, and culture;Education;Environmental issues & climate change;Travel and hospitality",Topics related to families with children;Topics related to young adults;Topics related to community engagement,Cartoons,Both English and Spanish,Both English and Spanish,Both English and Spanish,Social media,Fox news,Social media,A lot,Not at all,Some,Some,Neutral,Disagree,Neutral,Meriden,Yes,USA,30-39,Woman,Both English and Spanish,None of these,No,No,No,NOT PROVIDED,NA,NA,No
2022/07/30 11:17:06 AM AST,Local,Sports;Education;Opportunities for community engagement;Environmental issues & climate change,Topics related to families with children,Investigative articles,Both English and Spanish,Both English and Spanish,Both English and Spanish,Social media,Telemundo,Social media,A lot,Some,Some,A lot,Agree,Agree,Agree,Meriden,Yes,USA,18-29,Woman,Both English and Spanish,I am a student,Yes,Yes,Yes,NOT PROVIDED,NA,NA,No
2022/07/30 11:25:00 AM AST,None,"Music, arts, and culture;Local businesses;Education;Health;Local events;Diversity and social justice",Topics related to families with children;Topics related to small business owners,"Positive news, good things",English,English,English,"Friends, social circles, or word of mouth",Any channel,Newspapers,Not at all,A lot,Some,Some,Disagree,Neutral,Neutral,Meriden,No,USA,40-49,Man,English,I am a parent of a child under 18 years old;I am a small business owner,Yes,No,No,NOT PROVIDED,NA,NA,No
2022/07/30 9:05:35 PM AST,Local,"Local businesses;Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Finance, wealth, and financial literacy;Real estate and homeownership;Opportunities for community engagement;Diversity and social justice;Environmental issues & climate change;Technology;Travel and hospitality;Food;Leisure",Topics related to families with children;Topics related to community engagement,Meriden history/“flashback Friday”,English,English,English,Social media,I do not use news sources other than the record journal and social media,Social media,Not at all,Some,Some,A lot,Agree,Agree,Neutral,Meriden,No,USA,30-39,Woman,English,I am a parent of a child under 18 years old,NA,Yes,Yes,NOT PROVIDED,No,NA,N/A
2022/07/30 11:03:39 PM AST,Local;State,"Music, arts, and culture;Education;Health;Real estate and homeownership",NA,NA,English,English,NA,Social media,NA,Social media,Some,Some,Some,Some,Agree,Agree,Agree,Meriden,No,NA,40-49,Woman,English,I am a student,Yes,Yes,Yes,NOT PROVIDED,NA,NA,NA
2022/07/30 11:20:11 PM AST,Local;State,Local businesses;Education;Local events;Opportunities for community engagement;Diversity and social justice,Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,NA,Spanish,Spanish,Spanish,"Friends, social circles, or word of mouth",NA,Social media,Not at all,Some,Some,Some,Neutral,Neutral,Neutral,Meriden,Yes,United States,40-49,Woman,Both English and Spanish,I am a parent of a child under 18 years old;I am a small business owner,Yes,Yes,Yes,NOT PROVIDED,No,NA,NA
2022/07/31 10:40:05 AM AST,State,"Sports;Education;Finance, wealth, and financial literacy;Real estate and homeownership;Food",Topics related to families with children;Topics related to young adults;Topics related to community engagement,Opinion columns,English,English,English,Social media,Facebook,Social media,Some,Some,Some,Some,Neutral,Neutral,Neutral,Meriden,Yes,USA,50-59,Man,English,I am a parent of a child under 18 years old,Yes,Yes,Yes,NOT PROVIDED,NA,NA,No
2022/07/31 10:57:51 AM AST,Local;State,"Sports;Politics;Music, arts, and culture;Local businesses;Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Finance, wealth, and financial literacy;Real estate and homeownership;Opportunities for community engagement;Diversity and social justice;Environmental issues & climate change;Travel and hospitality;Food",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,Property investments,Both English and Spanish,Both English and Spanish,Both English and Spanish,News apps,Tik tok,Radio,Not at all,Some,Some,A lot,Disagree,Neutral,Disagree,Meriden,No,USA,18-29,Man,English,I am a student;I am a small business owner,Yes,Yes,No,NOT PROVIDED,NA,NA,Find properties to put local businesses in
2022/07/31 6:26:48 PM AST,Local;State,"Music, arts, and culture;Local businesses;Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Finance, wealth, and financial literacy;Real estate and homeownership;Opportunities for community engagement;Diversity and social justice;Travel and hospitality;Food",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,NA,Both English and Spanish,Both English and Spanish,NA,"Friends, social circles, or word of mouth",La Voz,"Friends, social circles, or word of mouth",A lot,A lot,Not at all,Some,Agree,Agree,Agree,Meriden,Yes,Mexico,30-39,Man,Spanish,None of these,Yes,No,Yes,NOT PROVIDED,NA,NA,NA
2022/08/02 5:10:05 PM AST,Local;State;Regional/New England/NYC Metro;National;International,"Music, arts, and culture;Local businesses;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Diversity and social justice",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,Positive stories about the Latino community,Both English and Spanish,Both English and Spanish,Both English and Spanish,Social media,Facebook,Social media,Some,Some,Some,Some,Neutral,Agree,Neutral,Meriden,Prefer not to say,United States,50-59,Woman,Both English and Spanish,None of these,Yes,Yes,Yes,REMOVED,Yes,NA,NA
2022/08/02 5:13:48 PM AST,Local;State,"Sports;Music, arts, and culture;Education;Health;Food",Topics related to families with children,NA,English,English,English,Social media,CNN,TV,Some,Some,Some,Some,Neutral,Neutral,Neutral,Meriden,Yes,EEUU (Mexico),18-29,Woman,Both English and Spanish,I am a parent of a child under 18 years old,Yes,Yes,Yes,NOT PROVIDED,No,NA,NA
2022/08/02 6:19:03 PM AST,State,Sports;Politics;Education;Local events;Real estate and homeownership,Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,More information on criminals and there crime committed,Both English and Spanish,NA,NA,TV,Fox,Newspapers,NA,A lot,NA,NA,Neutral,Neutral,Neutral,Meriden,Yes,Usa,50-59,Man,Both English and Spanish,I am a parent of a child under 18 years old,Yes,Yes,Yes,REMOVED,Yes,NA,No
2022/08/02 6:25:49 PM AST,Local,Local businesses;Health;Local events;Real estate and homeownership;Technology,Topics related to families with children;Topics related to community engagement,Cartoons,Both English and Spanish,English,English,TV,Facebook,News apps,Some,A lot,Not at all,Some,Neutral,Neutral,Neutral,Hartford,Yes,United States of America,18-29,Man,Both English and Spanish,I am a student,Yes,Yes,Yes,NOT PROVIDED,No,NA,NA
2022/08/02 6:43:21 PM AST,Local;International,"Sports;Politics;Music, arts, and culture;Local businesses;Education;Health",Topics related to families with children;Topics related to small business owners,Me interesa las historias con un balance adecuado de fuentes e información,Both English and Spanish,English,Both English and Spanish,Radio,Fox,Radio,Some,A lot,Some,Not at all,Agree,Neutral,Neutral,Meriden,Yes,EEUU (Puerto Rico),30-39,Man,Both English and Spanish,I am a parent of a child under 18 years old,Yes,Yes,Yes,REMOVED,Yes,NA,Los medios y escuelas deben difundir más historia de Puerto Rico porque es una fuente importante de la comunidad hispana
2022/08/02 7:12:28 PM AST,Local;State;Regional/New England/NYC Metro,"Music, arts, and culture;Local businesses;Local events;Community resources (for example: assistance programs, small business resources, non-profits)",Topics related to small business owners;Topics related to community engagement,"History, architecture, art in our city",I don't use this format,English,English,News apps,NPR,News apps,A lot,A lot,Some,Some,Agree,Neutral,Agree,Meriden,No,Romania,50-59,Woman,Romanian,I am a small business owner,Yes,Yes,Yes,REMOVED,Yes,NA,NA
2022/08/03 10:30:34 AM AST,Local;State;Regional/New England/NYC Metro;National;International,Local businesses;Local events;Opportunities for community engagement;Diversity and social justice;Environmental issues & climate change,Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to young adults;Topics related to community engagement,NA,English,English,English,TV,"Record Journal, ABC, CNN, MSNBC",TV,A lot,A lot,Not at all,Some,Neutral,Neutral,Neutral,Durham,No,USA,60-69,Woman,English,None of these,Yes,Yes,Yes,NOT PROVIDED,NA,NA,NA
2022/08/03 10:46:52 AM AST,Local;State;Regional/New England/NYC Metro;National;International,"Local businesses;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Environmental issues & climate change;Travel and hospitality",Topics related to families with children;Topics related to small business owners;Topics related to community engagement,I'd like to see more local news please,English,English,English,Newspapers,Record Journal,Newspapers,Some,A lot,Not at all,Some,Neutral,Agree,Neutral,Wallingford,No,United States,50-59,Woman,English,I am a small business owner,Yes,Yes,Yes,REMOVED,No,NA,"As I stated before, I'd really like more local news.  Especially about small business. Thank you 😊"
2022/08/03 11:37:06 AM AST,Local;State;Regional/New England/NYC Metro;National;International,"Politics;Local businesses;Local events;Finance, wealth, and financial literacy;Opportunities for community engagement;Diversity and social justice;Environmental issues & climate change;Technology;Travel and hospitality;Food",Topics related to small business owners;Topics related to community engagement,NA,English,English,English,News apps,"Record-Journal, CNN, MSNBC, NPR, AP",News apps,A lot,Some,Not at all,Some,Neutral,Neutral,Neutral,New Haven,No,USA,40-49,Man,English,I am a parent of a child under 18 years old;I am a small business owner,Yes,Yes,Yes,REMOVED,No,NA,NA
2022/08/03 1:19:01 PM AST,Local;State;Regional/New England/NYC Metro;National;International,"Local businesses;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Travel and hospitality",Topics related to community engagement,City & state taxes fees and spending,English,English,English,Newspapers,ABC Record Journal,TV,Some,Some,Some,Some,Neutral,Neutral,Neutral,Meriden,No,USA,50-59,Woman,English,None of these,Yes,Yes,Yes,REMOVED,No,NA,No
2022/08/03 10:54:13 PM AST,State,"Sports;Music, arts, and culture;Local businesses;Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Finance, wealth, and financial literacy;Real estate and homeownership;Opportunities for community engagement;Diversity and social justice;Environmental issues & climate change;Technology",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,yes,Both English and Spanish,Both English and Spanish,Both English and Spanish,Social media,Record Journal,Newspapers,A lot,A lot,Some,Some,Neutral,Neutral,Neutral,Wallingford,Yes,Dominican Republic,18-29,Man,Both English and Spanish,None of these,Yes,Yes,Yes,REMOVED,Yes,NA,no
2022/08/04 9:15:34 PM AST,Local;State;Regional/New England/NYC Metro,"Music, arts, and culture;Local businesses;Education;Health;Local events;Finance, wealth, and financial literacy;Opportunities for community engagement;Diversity and social justice;Travel and hospitality;Food",Topics related to seniors;Topics related to community engagement;Field experts,NA,English,Spanish,English,Newspapers,RJ Patch Ajrzera America Washington Post NH Register,TV,Some,Some,Not at all,Some,Agree,Neutral,Neutral,Milford,Yes,US,40-49,Woman,Both English and Spanish,I am a student,Yes,Yes,Yes,NOT PROVIDED,NA,NA,Keep up the good work. Journalism is an important aspect of understanding the history of the lived experience.
2022/08/05 11:24:11 AM AST,Local;State;Regional/New England/NYC Metro;National;International,"Music, arts, and culture;Local events;Opportunities for community engagement;Environmental issues & climate change;Travel and hospitality;Food",Topics related to seniors;Topics related to community engagement,Business profiles,Both English and Spanish,Both English and Spanish,Both English and Spanish,Newspapers,"Record Journal, NPR and Facebook",Newspapers,A lot,A lot,Some,Some,Agree,Agree,Neutral,Meriden,Yes,Colombia,70 or older,Man,Both English and Spanish,None of these,Yes,Yes,Yes,NOT PROVIDED,NA,NA,No
2022/08/05 12:01:04 PM AST,Local;State;Regional/New England/NYC Metro;National;International,"Politics;Local businesses;Education;Health;Finance, wealth, and financial literacy;Real estate and homeownership;Diversity and social justice;Environmental issues & climate change;Travel and hospitality;Food",Topics related to families with children;Topics related to seniors;Topics related to small business owners;Topics related to community engagement,"Business profiles, finance",English,English,English,Podcast and New York time,Fox news,Newspaper and porcast,Not at all,Some,Not at all,Not at all,Disagree,Neutral,Neutral,Meriden,Yes,USA,30-39,Man,Both English and Spanish,I am a parent of a child under 18 years old;I am a student,Yes,Yes,Yes,NOT PROVIDED,NA,NA,No
