survey,id,regions_of_interest,topics_of_interest,special_stories,formats_used,open_text_media,formats_preferred,residence_town,place_of_birth,small_age_band,person_type,web_device,web_at_home,registered_voter,big_age_band,language,latino,gender,tv_video_language,radio_audio_language,print_language,trust_national_news,trust_local_news,trust_social_media_news,trust_news_from_social_circle,trust_sources_of_news_about_my_community,local_news_covers_issues_important_to_me,local_news_reflects_my_beliefs_values
Spanish,2022/06/29 6:06:36 PM EST,Local,"Música, arte y cultura;Negocios locales;Comida",Temas acerca de familias con niños;Temas acerca de propietarios de pequeñas empresas,Social media,Facebook,Social media,Meriden,MEXICO,30-39,Parent,Yes,Yes,No,age30_49,Both English and Spanish,Yes,Man,Spanish,Spanish,Spanish,Not at all,A lot,Some,Not at all,Agree,Disagree,Disagree
Spanish,2022/06/30 9:30:44 AM EST,Internacional,Políticas;Negocios locales;Bienes raíces y propietario de vivienda,Temas acerca de los jóvenes;Temas acerca de jóvenes,TV,CNN and Telemundo,Social media,Meriden,ECUADOR,Under 18,Student,Yes,Yes,No,age00_29,Both English and Spanish,Yes,Man,Both English and Spanish,Both English and Spanish,Both English and Spanish,Some,Not at all,Some,Some,Neutral,Disagree,Disagree
Spanish,2022/06/30 9:43:07 AM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,Políticas,Temas acerca de familias con niños;Temas acerca de los jóvenes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de participacion comunitaria,TV,Telemundo,Social media,Meriden,PUERTO RICO,18-29,None of these,Yes,Yes,No,NA,Both English and Spanish,Yes,Man,Spanish,Spanish,Spanish,A lot,A lot,A lot,A lot,Agree,Agree,Agree
Spanish,2022/06/30 10:02:22 AM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,Salud,Temas acerca de las personas de la tercera edad,TV,Telemundo,TV,Meriden,USA,50-59,None of these,Yes,Yes,No,age50_99,Spanish,Yes,Woman,Both English and Spanish,Both English and Spanish,Both English and Spanish,Not at all,A lot,Not at all,Not at all,Neutral,Agree,Agree
Spanish,2022/06/30 10:18:43 AM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,Educación;Salud;Tecnología,Temas acerca de familias con niños;Temas acerca de los jóvenes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,TV,Noticiero fox,TV,Meriden,PUERTO RICO,60-69,None of these,No,Yes,No,age50_99,Both English and Spanish,Yes,Man,Both English and Spanish,Both English and Spanish,Both English and Spanish,A lot,Some,A lot,Not at all,Agree,Agree,Agree
Spanish,2022/06/30 10:47:36 AM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,Salud,Temas acerca de las personas de la tercera edad,TV,Facebook,TV,All others,ECUADOR,50-59,None of these,Yes,No,No,age50_99,Spanish,Yes,Man,Spanish,Spanish,Spanish,Some,Some,Some,Some,Agree,Agree,NA
Spanish,2022/07/01 9:43:20 AM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Deportes;Políticas;Música, arte y cultura;Negocios locales;Educación;Salud;Eventos locales;Tecnología;Viajes y hospitalidad;Comida",Temas acerca de familias con niños;Temas acerca de los jóvenes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,Social media,"Record Journal, Fox",Social media,Meriden,PUERTO RICO,30-39,Parent,Yes,Yes,Yes,age30_49,Both English and Spanish,Yes,Woman,Both English and Spanish,Both English and Spanish,Both English and Spanish,Some,A lot,Not at all,Some,Agree,Neutral,Neutral
Spanish,2022/07/01 10:04:33 AM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,Deportes;Educación;Salud;Tecnología,Temas acerca de las personas de la tercera edad,TV,Telemundo y el telefono,TV,Meriden,PUERTO RICO,40-49,None of these,Yes,Yes,Yes,age30_49,Both English and Spanish,Yes,Man,Both English and Spanish,Both English and Spanish,Both English and Spanish,A lot,A lot,A lot,A lot,Agree,Agree,Agree
Spanish,2022/07/01 10:12:04 AM EST,Local;Internacional,Asuntos ambientales y cambio de climático;Economia,Temas acerca de familias con niños,News apps/news websites,CNN espanol,News apps/news websites,Meriden,DOMINICAN REPUBLIC,60-69,Parent,Yes,Yes,Yes,age50_99,Both English and Spanish,Yes,Man,Spanish,Spanish,Spanish,Some,Not at all,A lot,Some,Disagree,Neutral,Neutral
Spanish,2022/07/01 10:24:23 AM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,Deportes,Temas acerca de familias con niños;Temas acerca de los jóvenes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,TV,Telemundo,TV,Meriden,PUERTO RICO,60-69,Parent,Yes,Yes,No,age50_99,Both English and Spanish,Yes,Man,Spanish,Spanish,Spanish,A lot,Not at all,A lot,Not at all,Disagree,Disagree,Agree
Spanish,2022/07/01 10:45:24 AM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,Educación,Temas acerca de familias con niños;Temas acerca de las personas de la tercera edad,Social media,Facebook,Email/newsletter,Meriden,ECUADOR,30-39,Parent,Yes,Yes,No,age30_49,Both English and Spanish,Yes,Woman,Spanish,Spanish,Spanish,Some,Some,A lot,Not at all,Agree,Neutral,Agree
Spanish,2022/07/01 10:51:25 AM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Salud;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro)",Temas acerca de participacion comunitaria,TV,Telemundo,TV,Meriden,OTHER,60-69,NA,No,Yes,Yes,age50_99,Both English and Spanish,Yes,Woman,Spanish,Spanish,Spanish,A lot,A lot,A lot,Some,Neutral,Agree,Agree
Spanish,2022/07/02 8:05:10 AM EST,Local;Internacional,"Salud;Eventos locales;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Tecnología;Comida",Temas acerca de las personas de la tercera edad;Temas acerca de participacion comunitaria,TV,Telemundo,Email/newsletter,Meriden,PUERTO RICO,50-59,None of these,Yes,Yes,Yes,age50_99,Spanish,Yes,Woman,Spanish,Spanish,Spanish,A lot,A lot,Some,Some,Agree,Agree,Agree
Spanish,2022/07/02 11:02:06 AM EST,Local;Regional/Nueva Inglaterra/NYC Metro;Internacional,"Deportes;Políticas;Música, arte y cultura;Negocios locales;Educación;Salud;Eventos locales",Temas acerca de familias con niños;Temas acerca de los jóvenes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas,Newspapers,Univision y Telemundo,TV,Wallingford,MEXICO,40-49,Parent,Yes,Yes,No,age30_49,Both English and Spanish,Yes,Man,Both English and Spanish,NA,NA,A lot,A lot,Not at all,A lot,Agree,Neutral,Neutral
Spanish,2022/07/02 11:55:42 AM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Negocios locales;Eventos locales;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro)",Temas acerca de participacion comunitaria,Social media,Facebook,News apps/news websites,Meriden,ECUADOR,30-39,None of these,Yes,No,Not sure,age30_49,Spanish,Yes,Woman,Both English and Spanish,Both English and Spanish,Both English and Spanish,Some,Not at all,Some,A lot,Neutral,Neutral,Neutral
Spanish,2022/07/02 12:02:52 PM EST,Local,Deportes;Políticas;Negocios locales;Educación;Finanzas y educación financiera,Temas acerca de familias con niños;Temas acerca de los jóvenes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,News apps/news websites,"Fox, CNN and Facebook",Social media,All others,MEXICO,40-49,None of these,Yes,Yes,Yes,age30_49,Both English and Spanish,Yes,Woman,Both English and Spanish,Both English and Spanish,Both English and Spanish,Some,Some,Some,Some,Agree,Agree,Disagree
Spanish,2022/07/02 12:32:46 PM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,Negocios locales;Eventos locales,Temas acerca de familias con niños;Temas acerca de los jóvenes,TV,Univision y Telemundo,TV,Meriden,ECUADOR,30-39,Parent,No,Yes,No,age30_49,Spanish,Yes,Woman,Spanish,Spanish,Spanish,A lot,Not at all,Some,A lot,Agree,Agree,Neutral
Spanish,2022/07/02 12:41:43 PM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,Deportes;Políticas;Tecnología,Temas acerca de las personas de la tercera edad,Text message,Facebook,TV,Meriden,PUERTO RICO,40-49,Parent,Yes,Yes,No,age30_49,Both English and Spanish,Yes,Man,Spanish,Spanish,Spanish,Some,A lot,Not at all,A lot,Neutral,Neutral,Neutral
Spanish,2022/07/02 1:08:56 PM EST,Local;Internacional,Educación;Salud,Temas acerca de participacion comunitaria,TV,Telemundo,TV,Waterbury,PUERTO RICO,60-69,None of these,No,Yes,Yes,age50_99,Both English and Spanish,Yes,Woman,Both English and Spanish,Both English and Spanish,Both English and Spanish,A lot,A lot,A lot,Some,Agree,Agree,Agree
Spanish,2022/07/02 1:13:54 PM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Deportes;Políticas;Negocios locales;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro)",Temas acerca de propietarios de pequeñas empresas;Temas acerca de participacion comunitaria,Social media,Record Journal and Fox,Social media,Meriden,OTHER,70 or older,Business owner,Yes,Yes,No,age50_99,Spanish,Yes,Man,Spanish,Spanish,Spanish,Some,A lot,Some,A lot,Neutral,Agree,Agree
Spanish,2022/07/03 9:35:34 AM EST,Nacional,"Políticas;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro)",Temas acerca de las personas de la tercera edad,TV,CNN,TV,Meriden,OTHER,50-59,None of these,Yes,Yes,No,age50_99,Spanish,Yes,Man,Spanish,Spanish,Spanish,Not at all,Some,Not at all,Not at all,Neutral,Agree,Neutral
Spanish,2022/07/03 9:43:01 AM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Música, arte y cultura;Eventos locales;Oportunidades de participación comunitaria",Temas acerca de los jóvenes,TV,Facebook y Telemundo,TV,Meriden,PUERTO RICO,50-59,None of these,Yes,Yes,Yes,age50_99,Spanish,Yes,Woman,Spanish,Spanish,Spanish,Some,Some,Some,A lot,Neutral,Neutral,Neutral
Spanish,2022/07/03 10:13:41 AM EST,Internacional,"Negocios locales;Educación;Eventos locales;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro)",Temas acerca de familias con niños,TV,CNN y Facebook,Email/newsletter,All others,ECUADOR,40-49,None of these,Yes,Yes,No,age30_49,Both English and Spanish,Yes,Woman,Both English and Spanish,Both English and Spanish,Both English and Spanish,A lot,A lot,A lot,Some,Agree,Agree,Agree
Spanish,2022/07/03 10:32:12 AM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Políticas;Música, arte y cultura;Negocios locales;Educación;Salud;Eventos locales;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Finanzas y educación financiera;Bienes raíces y propietario de vivienda;Oportunidades de participación comunitaria;Diversidad y justicia social;Asuntos ambientales y cambio de climático;Tecnología;Viajes y hospitalidad;Comida",Temas acerca de familias con niños;Temas acerca de los jóvenes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,Social media,Telemundo,Text message,Meriden,MEXICO,50-59,Business owner,Yes,Yes,No,age50_99,Spanish,Yes,Woman,Both English and Spanish,Both English and Spanish,Both English and Spanish,A lot,A lot,A lot,Some,Agree,Agree,Disagree
Spanish,2022/07/08 9:58:50 AM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,Educación;Salud;Tecnología,Temas acerca de familias con niños;Temas acerca de los jóvenes,TV,"Record Journal, Telemundo",TV,Meriden,MEXICO,40-49,Parent,Yes,Yes,Yes,age30_49,Both English and Spanish,Yes,Woman,Both English and Spanish,Both English and Spanish,Both English and Spanish,Some,A lot,Some,Some,Agree,Agree,Agree
Spanish,2022/07/08 10:10:01 AM EST,Internacional,Educación,Temas acerca de familias con niños,TV,Record Jorunal,TV,Waterbury,PUERTO RICO,60-69,None of these,No,Yes,No,age50_99,Both English and Spanish,Yes,Woman,Spanish,Spanish,NA,Some,Some,Some,Some,Agree,Neutral,Neutral
Spanish,2022/07/08 10:32:06 AM EST,NA,"Educación;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro)",Temas acerca de las personas de la tercera edad,Social media,Facebook,NA,Meriden,PUERTO RICO,60-69,None of these,Yes,Yes,Yes,age50_99,Spanish,Yes,Man,Spanish,Spanish,Spanish,Not at all,Not at all,Not at all,Not at all,Neutral,Agree,Agree
Spanish,2022/07/09 8:36:24 AM EST,Internacional,Negocios locales;Educación,Temas acerca de las personas de la tercera edad,TV,Telemundo,TV,Meriden,OTHER,60-69,Business owner,Yes,Yes,No,age50_99,Spanish,Yes,Man,Both English and Spanish,Both English and Spanish,Both English and Spanish,NA,NA,Some,Some,Neutral,Neutral,Neutral
Spanish,2022/07/09 9:09:39 AM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Música, arte y cultura;Educación;Salud;Eventos locales;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro)",Temas acerca de familias con niños;Temas acerca de los jóvenes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de participacion comunitaria,Email/newsletter,"NPR, Telemundo, CNN, NBC",TV,Meriden,USA,70 or older,None of these,Yes,Yes,Yes,age50_99,Both English and Spanish,Yes,Man,Both English and Spanish,Both English and Spanish,Both English and Spanish,A lot,A lot,Some,A lot,Agree,Agree,Agree
Spanish,2022/07/09 9:27:32 AM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,Negocios locales;Educación;Salud;Bienes raíces y propietario de vivienda;Oportunidades de participación comunitaria,Temas acerca de familias con niños;Temas acerca de los jóvenes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,TV,Channel 3,TV,Meriden,PUERTO RICO,60-69,None of these,No,Yes,Yes,age50_99,Both English and Spanish,Yes,Woman,Spanish,Spanish,Spanish,Some,Not at all,Some,A lot,Neutral,Agree,Agree
Spanish,2022/07/10 8:29:27 AM EST,Local;Nacional,Educación;Salud;Finanzas y educación financiera,Temas acerca de familias con niños,TV,Telemundo y Facebook,TV,Meriden,OTHER,30-39,Parent,Yes,Yes,No,age30_49,NA,Yes,Man,Both English and Spanish,Both English and Spanish,Both English and Spanish,A lot,A lot,Some,A lot,Agree,Agree,Neutral
Spanish,2022/07/10 8:55:04 AM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Viajes y hospitalidad",Temas acerca de familias con niños;Temas acerca de propietarios de pequeñas empresas,News apps/news websites,CNN,News apps/news websites,Meriden,ECUADOR,30-39,None of these,Yes,Yes,No,age30_49,Both English and Spanish,Yes,Man,Both English and Spanish,Both English and Spanish,Both English and Spanish,A lot,A lot,Not at all,A lot,Neutral,Agree,Agree
Spanish,2022/07/10 9:02:17 AM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,Educación;Salud;Bienes raíces y propietario de vivienda;Oportunidades de participación comunitaria,Temas acerca de familias con niños;Temas acerca de los jóvenes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,News apps/news websites,Facebook,News apps/news websites,Meriden,ECUADOR,40-49,None of these,Yes,Yes,No,age30_49,Spanish,Yes,Woman,Both English and Spanish,Both English and Spanish,Both English and Spanish,Some,Not at all,A lot,A lot,Agree,Agree,Neutral
Spanish,2022/07/10 9:08:52 AM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,Deportes;Políticas;Educación;Salud,Temas acerca de familias con niños;Temas acerca de los jóvenes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas,Social media,Telemundo,Social media,Meriden,ECUADOR,30-39,Parent,Yes,Yes,No,age30_49,Both English and Spanish,Yes,Man,Both English and Spanish,Both English and Spanish,Both English and Spanish,Some,Not at all,A lot,Some,Neutral,Agree,Neutral
Spanish,2022/07/10 9:38:08 AM EST,Internacional,"Deportes;Música, arte y cultura;Negocios locales;Educación;Salud;Bienes raíces y propietario de vivienda",Temas acerca de las personas de la tercera edad;Temas acerca de participacion comunitaria,Social media,Univision,TV,Meriden,ECUADOR,18-29,None of these,Yes,Yes,No,NA,Spanish,Yes,Man,Both English and Spanish,Both English and Spanish,Both English and Spanish,A lot,Some,A lot,Not at all,Neutral,Neutral,Disagree
Spanish,2022/07/10 10:08:25 AM EST,Local,"Deportes;Música, arte y cultura;Educación;Salud",Temas acerca de familias con niños;Temas acerca de las personas de la tercera edad,Social media,Facebook,Radio,Meriden,ECUADOR,30-39,Business owner,Yes,Yes,No,age30_49,Both English and Spanish,Yes,Man,Both English and Spanish,Both English and Spanish,Both English and Spanish,Some,Not at all,Not at all,Some,Neutral,Neutral,Neutral
Spanish,2022/07/12 2:59:21 PM EST,Local;Estatal;Nacional;Internacional,"Deportes;Políticas;Música, arte y cultura;Negocios locales;Educación;Salud;Eventos locales;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Finanzas y educación financiera;Bienes raíces y propietario de vivienda;Oportunidades de participación comunitaria;Diversidad y justicia social;Asuntos ambientales y cambio de climático;Tecnología;Viajes y hospitalidad;Comida",Temas acerca de familias con niños;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de participacion comunitaria,TV,Facebook,Email/newsletter,Meriden,PUERTO RICO,30-39,Parent,Yes,Yes,No,age30_49,Spanish,Yes,Woman,Spanish,Spanish,Spanish,Some,Some,Some,A lot,Agree,Agree,Agree
