Timestamp,Are you interested in news at the following geographical levels? Select all that apply.,Which of these topics interest you most? Select up to five.,Do any of these special stories interest you? Select all that apply.,"Are there any specific stories you would like to see more of in local news? For example, investigative articles, business profiles, opinion columns, cartoons, etc.",In which language do you prefer to get your news? [TV/Video],In which language do you prefer to get your news? [Radio/Audio/Podcast],In which language do you prefer to get your news? [Print/Text],How do you **most frequently** get your news?,"Which specific news sources do you most frequently use? Please list them here. For example, Hartford Courant, Record Journal, FOX news, CNN, NPR, Facebook, Patch, La Voz, Telemundo, etc.",How would you **prefer** to get your news?,"How much do you trust news that comes from... [National news organizations (such as CNN, Univision)]","How much do you trust news that comes from... [Local news organizations (such as the Record-Journal, Patch, the Hartford Courant, CT Mirror)]","How much do you trust news that comes from... [Social media (such as Facebook, Twitter, TikTok, YouTube, Instagram)]",How much do you trust news that comes from... [Family/friends/word of mouth],How much do you agree with the following statements? [I trust the sources of news I get about my community.],How much do you agree with the following statements? [The local news covers issues that are important to me.],"How much do you agree with the following statements? [The local news reflects my beliefs, values, and customs.]",What town do you live in?,Do you identify as Hispanic/Latino/Latinx?,Which country were you born in?,What is your age range?,What is your gender identity?,What language do you speak at home?,Do any of the following describe you?,"Do you have access to a laptop or computer at home, or an internet-enabled device like a smartphone or iPad?",Do you have internet access at home?,Are you registered to vote?,"If you'd like to receive a digital coupon to CTown Supermarket for completing the survey, please provide your email address below. The coupon is valid for $5 off of a purchase of $50 or more.","If you entered your email above, would you also like to receive the Record-Journal Latino Communities Reporting Lab email newsletter?",Are you interested in being contacted to participate in a focus group so we can better understand your answers to the questions in this survey?,Is there anything else you would like to let us know?
2022/12/03 10:08:04 AM EST,Local;State;Regional/New England/NYC Metro;National;International,"Politics;Local businesses;Community resources (for example: assistance programs, small business resources, non-profits);Finance, wealth, and financial literacy;Real estate and homeownership;Opportunities for community engagement",Topics related to small business owners,Investigative articles,English,English,English,Social media,"Apple news, Yahoo news, Google news",Social media,Some,Some,A lot,Some,Disagree,Disagree,Disagree,Meriden,No,India,30-39,Man,Indi,I am a small business owner,Yes,Yes,Prefer not to say,NOT PROVIDED,No,No,NA
2022/12/03 10:11:36 AM EST,Local;State;Regional/New England/NYC Metro;National,Local businesses;Education;Health;Local events,Topics related to small business owners;Topics related to community engagement,None,Both English and Spanish,Both English and Spanish,Both English and Spanish,TV,Eyewitness,TV,A lot,A lot,Some,Some,Agree,Agree,Neutral,Meriden,Yes,NA,30-39,Man,Both English and Spanish,None of these,Yes,Yes,Yes,NOT PROVIDED,No,No,NA
2022/12/03 10:17:53 AM EST,Regional/New England/NYC Metro;National;International,"Music, arts, and culture;Diversity and social justice;Environmental issues & climate change;Travel and hospitality;Food",Topics related to community engagement,Investigative articles,English,English,English,Social media,Facebook,Social media,Some,Some,A lot,Not at all,Neutral,Neutral,Neutral,New York,Yes,US (Peruvian parents),18-29,Woman,English,I am a student,Yes,Yes,Prefer not to say,NOT PROVIDED,No,No,NA
2022/12/03 10:28:31 AM EST,Local;Regional/New England/NYC Metro;National;International,"Politics;Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Diversity and social justice",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to young adults,Opinion columns,English,English,English,TV,"NBC, CNN, NPR",TV,Some,Some,Some,Not at all,Neutral,Neutral,Neutral,Cheshire,No,US,50-59,Man,Both English and Spanish,I am a parent of a child under 18 years old,Yes,Yes,Yes,NOT PROVIDED,No,No,NA
2022/12/03 10:36:06 AM EST,Local;National;International,"Music, arts, and culture;Education;Local events;Diversity and social justice;Food",Topics related to community engagement,Opinion columns,English,English,English,Social media,Instagram Facebook,Social media,Some,Some,Some,Not at all,Neutral,Neutral,Neutral,Enfield,No,USA,30-39,Man,English,I am a parent of a child under 18 years old,Yes,Yes,Yes,NOT PROVIDED,No,No,NA
2022/12/03 10:39:57 AM EST,Local;State;Regional/New England/NYC Metro;National;International,Education;Health,Topics related to community engagement,Business profiles,Both English and Spanish,Both English and Spanish,Both English and Spanish,TV,Fox news,TV,A lot,A lot,Some,Some,Neutral,Neutral,Neutral,Meriden,Yes,USA,30-39,Man,Both English and Spanish,I am a parent of a child under 18 years old,Yes,Yes,Yes,NOT PROVIDED,No,No,Such a incredible survey
2022/12/03 10:42:43 AM EST,Local;State;International,"Sports;Politics;Music, arts, and culture;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Opportunities for community engagement;Travel and hospitality;Food",Topics related to small business owners;Topics related to community engagement,Investigative articles,Other,Other,Other,Social media,WeChat,Social media,Some,Some,A lot,Not at all,Disagree,Disagree,Disagree,Berlin,No,China,30-39,Man,Mandarin,I am a small business owner,Yes,Yes,No,NOT PROVIDED,No,No,NA
2022/12/03 10:54:46 AM EST,Local;State;Regional/New England/NYC Metro;National;International,Sports;Politics;Education;Health,Topics related to teens;Topics related to young adults,Cartoons,Both English and Spanish,Both English and Spanish,Both English and Spanish,TV,Fox news,TV,A lot,A lot,Some,Some,Neutral,Neutral,Disagree,Meriden,Yes,USA,40-49,Woman,Both English and Spanish,I am a parent of a child under 18 years old,Yes,Yes,Yes,NOT PROVIDED,No,No,NA
2022/12/03 12:04:44 PM EST,Local;State;Regional/New England/NYC Metro;National;International,Education;Health;Local events,Topics related to community engagement,Investigative articles,Both English and Spanish,Both English and Spanish,Both English and Spanish,TV,Fox,TV,Some,Some,Not at all,Not at all,Neutral,Neutral,Neutral,Meriden,Yes,USA,18-29,Man,Both English and Spanish,I am a student,Yes,Yes,Yes,NOT PROVIDED,No,No,No comments
2022/12/04 10:58:24 AM EST,Local;State;Regional/New England/NYC Metro;National;International,"Sports;Politics;Music, arts, and culture;Local businesses;Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Finance, wealth, and financial literacy;Real estate and homeownership;Opportunities for community engagement;Diversity and social justice;Environmental issues & climate change;Technology;Travel and hospitality;Food",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,Investigative articles,Both English and Spanish,Both English and Spanish,Both English and Spanish,Social media,"Twitter, Facebook, TikTok, WeChat",Social media,Not at all,Not at all,Some,Not at all,Neutral,Neutral,Neutral,Hartford,Yes,Peru,50-59,Non-binary/Gender non-conforming,Both English and Spanish,None of these,Yes,Yes,No,NOT PROVIDED,No,No,NA
2022/12/04 11:44:25 AM EST,Local;State;Regional/New England/NYC Metro;National;International,Sports;Politics;Education;Health,Topics related to small business owners;Topics related to community engagement,Business profiles,Both English and Spanish,Both English and Spanish,Both English and Spanish,TV,Telemundo,TV,A lot,A lot,Some,Some,Agree,Neutral,Neutral,Meriden,Yes,Puerto Rico,50-59,Man,Both English and Spanish,None of these,Yes,Yes,Yes,NOT PROVIDED,No,No,No comments
2022/12/04 11:58:04 AM EST,Local;Regional/New England/NYC Metro;National;International,"Politics;Music, arts, and culture;Local businesses;Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Finance, wealth, and financial literacy;Real estate and homeownership;Opportunities for community engagement;Environmental issues & climate change;Technology",Topics related to small business owners;Topics related to community engagement,Business profiles,English,English,English,Social media,"TikTok, WeChat",Social media,Not at all,Not at all,Some,Not at all,Neutral,Neutral,Neutral,Berlin,No,Hong Kong,18-29,Man,Chinese,I am a small business owner,Yes,Yes,No,NOT PROVIDED,No,No,NA
2022/12/04 12:32:18 PM EST,Local;State;Regional/New England/NYC Metro;National;International,Sports;Politics;Education;Health;Local events,Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,Opinion columns,Both English and Spanish,Both English and Spanish,Both English and Spanish,Newspapers,Record Journal,Newspapers,A lot,A lot,Some,Some,Agree,Agree,Agree,Meriden,Yes,USA,60-69,Man,Both English and Spanish,None of these,Yes,Yes,Yes,NOT PROVIDED,No,No,No comments
2022/12/06 2:44:24 PM EST,Local;State;Regional/New England/NYC Metro;National;International,"Sports;Politics;Music, arts, and culture;Local businesses;Local events;Finance, wealth, and financial literacy;Environmental issues & climate change;Travel and hospitality;Food",Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,More about local business successes,English,English,English,Social media,washington post,Social media,A lot,A lot,Not at all,Some,Agree,Agree,Agree,Wallingford,No,US,60-69,Man,English,None of these,Yes,Yes,Yes,REMOVED,Yes,No,NA
2022/12/07 1:58:55 PM EST,Local;More like Hispanic Event as well,"Music, arts, and culture;Local businesses;Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Real estate and homeownership;Opportunities for community engagement;Diversity and social justice;Travel and hospitality;Food",Topics related to families with children;Topics related to teens;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,Great achievements of our Hispanic community,Both English and Spanish,Both English and Spanish,Both English and Spanish,News apps,"Record Journal, Facebook, Telemundo, FOX News",News apps,A lot,A lot,Some,Some,Agree,Neutral,Disagree,Meriden,Yes,USA,40-49,Woman,Both English and Spanish,None of these,Yes,Yes,Yes,REMOVED,Yes,Yes,NA
2022/12/10 11:21:18 AM EST,NA,"Education;Health;Community resources (for example: assistance programs, small business resources, non-profits);Finance, wealth, and financial literacy;Diversity and social justice;Technology;Food",Topics related to families with children;Topics related to young adults,NA,English,English,English,Text message,Facebook,Social media,A lot,A lot,A lot,A lot,Agree,Agree,Agree,Middletown,No,Usa,18-29,Woman,English,I am a parent of a child under 18 years old,Yes,Yes,Yes,REMOVED,No,No,NA
2022/12/10 11:33:33 AM EST,Local;State,Education;Health;Local events;Travel and hospitality,Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to young adults,NA,English,English,English,TV,Record journal,TV,Some,Some,Some,Some,Agree,Agree,Agree,Meriden,Yes,PR,40-49,Woman,Both English and Spanish,I am a parent of a child under 18 years old,Yes,Yes,Yes,NOT PROVIDED,No,No,NA
2022/12/10 11:37:37 AM EST,Local,"Politics;Community resources (for example: assistance programs, small business resources, non-profits)",Topics related to small business owners;Topics related to community engagement,NA,English,English,English,Social media,Local news,News apps,Some,A lot,Some,Some,Neutral,Neutral,Neutral,Wallingford,No,Usa,40-49,Woman,English,None of these,Yes,Yes,Yes,NOT PROVIDED,No,No,NA
2022/12/10 11:40:54 AM EST,Local,Education;Health;Local events,Topics related to teens,Sheila Rodriguez,Spanish,English,Both English and Spanish,News apps,La voz,TV,Some,A lot,A lot,A lot,Agree,Agree,Agree,Meriden,Yes,Puerto rico,50-59,Woman,Both English and Spanish,None of these,Yes,Yes,Yes,NOT PROVIDED,Yes,Yes,Sheila
2022/12/10 11:42:32 AM EST,Local,"Music, arts, and culture;Health;Technology;Travel and hospitality;Food",Topics related to teens,Tran Tuan Anh,English,English,English,Email/newsletters,Fox news,Social media,Not at all,Not at all,A lot,Some,Agree,Agree,Agree,Hartford,Yes,Viet Nam,18-29,Man,NA,None of these,Yes,Yes,Not sure,NOT PROVIDED,Yes,Yes,NA
2022/12/10 11:43:37 AM EST,Local;State;Regional/New England/NYC Metro;National;International,"Sports;Music, arts, and culture;Education;Local events;Real estate and homeownership;Environmental issues & climate change;Travel and hospitality;Food",Topics related to families with children;Topics related to seniors;Topics related to community engagement,NA,English,English,English,Newspapers,Record journal,TV,A lot,A lot,Some,Some,Agree,Agree,Agree,Meriden,No,United statws,60-69,Woman,English,None of these,Yes,Yes,Yes,NOT PROVIDED,No,No,NA
2022/12/10 11:56:00 AM EST,Local;State,Local businesses;Education;Local events;Diversity and social justice;Environmental issues & climate change,Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,People doing good (being kind to each other),English,English,English,News apps,"CNN, Chanel 3 app",News apps,Some,Some,Some,Some,Agree,Agree,Neutral,Meriden,No,USA,40-49,Woman,English,I am a parent of a child under 18 years old,Yes,Yes,NA,REMOVED,Yes,No,NA
2022/12/10 12:14:24 PM EST,Local;State;National;International,"Music, arts, and culture;Education;Health;Local events;Environmental issues & climate change",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to young adults;Topics related to community engagement,Investigative,English,English,English,News apps,CNN,TV,Some,Some,Some,Some,Agree,Agree,Neutral,Meriden,No,Jamaica,50-59,Woman,English,None of these,Yes,Yes,Yes,NOT PROVIDED,NA,Yes,I would like to see paper delivery back in Meriden
2022/12/10 12:26:26 PM EST,Local;State;Regional/New England/NYC Metro;National;International,"Politics;Music, arts, and culture;Local businesses;Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Finance, wealth, and financial literacy;Real estate and homeownership;Opportunities for community engagement;Diversity and social justice;Environmental issues & climate change;Technology;Travel and hospitality;Food",Topics related to seniors;Topics related to young adults;Topics related to community engagement,"Opinión, investigative",English,English,English,Radio,Haystack,News apps,Not at all,A lot,Not at all,Some,Neutral,Neutral,Neutral,Berlin,No,Usa,60-69,Woman,English,None of these,Yes,Yes,Yes,NOT PROVIDED,No,No,NA
2022/12/10 12:30:28 PM EST,Local;State;National,"Sports;Music, arts, and culture;Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits)",Topics related to families with children;Topics related to teens,NA,Both English and Spanish,Both English and Spanish,Both English and Spanish,News apps,Record journal,Social media,Some,A lot,Some,Some,Agree,Agree,Agree,Meriden,Yes,Usa,50-59,Woman,Both English and Spanish,None of these,Yes,Yes,Yes,NOT PROVIDED,Yes,No,NA
2022/12/10 12:44:10 PM EST,Local;State;National,"Politics;Local businesses;Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Finance, wealth, and financial literacy;Real estate and homeownership;Environmental issues & climate change;Travel and hospitality;Food",Topics related to families with children;Topics related to small business owners;Topics related to community engagement,NA,English,NA,NA,Social media,Facebook,News apps,Some,Some,Not at all,Some,Neutral,Agree,Agree,Meriden,No,Usa,40-49,Woman,English,I am a parent of a child under 18 years old,Yes,Yes,Yes,REMOVED,Yes,No,NA
